# RTTI index for eldenring.exe (imagebase 0x140000000)
# vtable_rva	td_rva	ctor_rvas	mangled_name   (RVAs are er_base-relative)
0x326a3d8	0x3d568b0	0x2585e90	.?AU?$MemberSlot@VhclLocalRangeViewer@@P81@EAAXPEAVhclClothInstance@@AEBUStateChangedInfo@hclClothInstanceSignals@@@Z@?$hkSignal2@PEAVhclClothInstance@@AEBUStateChangedInfo@hclClothInstanceSignals@@@@
0x326a438	0x3d56a20	0x2585f30	.?AU?$MemberSlot@VhclLocalRangeViewer@@P81@EAAXPEAVhclClothInstance@@PEBVhclSimulateOperatorInstanceData@@AEBUSimulateOpInstanceDataChangedInfo@hclClothInstanceSignals@@@Z@?$hkSignal3@PEAVhclClothInstance@@PEBVhclSimulateOperatorInstanceDat
0x326a408	0x3d56990	0x2585fd0	.?AU?$MemberSlot@VhclLocalRangeViewer@@P81@EAAXPEAVhclClothInstance@@_N@Z@?$hkSignal2@PEAVhclClothInstance@@_N@@
0x326a3a8	0x3d56820	0x2586070	.?AU?$MemberSlot@VhclLocalRangeViewer@@P81@EAAXPEAVhclSimClothInstance@@M@Z@?$hkSignal2@PEAVhclSimClothInstance@@M@@
0x326a378	0x3d56780	0x2586110	.?AU?$MemberSlot@VhclLocalRangeViewer@@P81@EAAXPEAVhclWorld@@PEAVhclClothInstance@@@Z@?$hkSignal2@PEAVhclWorld@@PEAVhclClothInstance@@@@
0x326a530	0x3d56ba0	0x25893b0	.?AU?$MemberSlot@VhclParticleIdViewer@@P81@EAAXPEAVhclWorld@@M@Z@?$hkSignal2@PEAVhclWorld@@M@@
0x326a690	0x3d56d60	0x2589a80	.?AU?$MemberSlot@VhclParticleRadiusViewer@@P81@EAAXPEAVhclClothInstance@@AEBUStateChangedInfo@hclClothInstanceSignals@@@Z@?$hkSignal2@PEAVhclClothInstance@@AEBUStateChangedInfo@hclClothInstanceSignals@@@@
0x326a6c0	0x3d56e40	0x2589b20	.?AU?$MemberSlot@VhclParticleRadiusViewer@@P81@EAAXPEAVhclClothInstance@@_N@Z@?$hkSignal2@PEAVhclClothInstance@@_N@@
0x326a660	0x3d56ce0	0x2589bc0	.?AU?$MemberSlot@VhclParticleRadiusViewer@@P81@EAAXPEAVhclWorld@@M@Z@?$hkSignal2@PEAVhclWorld@@M@@
0x326a630	0x3d56c40	0x2589c60	.?AU?$MemberSlot@VhclParticleRadiusViewer@@P81@EAAXPEAVhclWorld@@PEAVhclClothInstance@@@Z@?$hkSignal2@PEAVhclWorld@@PEAVhclClothInstance@@@@
0x326a7c0	0x3d56f00	0x258afc0	.?AU?$MemberSlot@VhclParticleVelocityViewer@@P81@EAAXPEAVhclWorld@@M@Z@?$hkSignal2@PEAVhclWorld@@M@@
0x326fa00	0x3d59410	0x26183c0	.?AU?$MemberSlot@VhclPhysicsClothWorld@@P81@EAAXPEAVhknpWorld@@AEAV?$hkRefPtr@$$CBVhknpShape@@@@EPEBUhknpBodyId@@H@Z@?$hkSignal5@PEAVhknpWorld@@AEAV?$hkRefPtr@$$CBVhknpShape@@@@EPEBUhknpBodyId@@H@@
0x326f940	0x3d59150	0x2618460	.?AU?$MemberSlot@VhclPhysicsClothWorld@@P81@EAAXPEAVhknpWorld@@PEBUhknpBodyId@@H@Z@?$hkSignal3@PEAVhknpWorld@@PEBUhknpBodyId@@H@@
0x326f970	0x3d591f0	0x2618500	.?AU?$MemberSlot@VhclPhysicsClothWorld@@P81@EAAXPEAVhknpWorld@@UhknpBodyId@@@Z@?$hkSignal2@PEAVhknpWorld@@UhknpBodyId@@@@
0x326f9d0	0x3d59340	0x26185a0	.?AU?$MemberSlot@VhclPhysicsClothWorld@@P81@EAAXPEAVhknpWorld@@UhknpBodyId@@AEAV?$hkRefPtr@$$CBVhknpShape@@@@@Z@?$hkSignal3@PEAVhknpWorld@@UhknpBodyId@@AEAV?$hkRefPtr@$$CBVhknpShape@@@@@@
0x326f9a0	0x3d59280	0x2618640	.?AU?$MemberSlot@VhclPhysicsClothWorld@@P81@EAAXPEAVhknpWorld@@UhknpBodyId@@W4Enum@hknpMotionType@@@Z@?$hkSignal3@PEAVhknpWorld@@UhknpBodyId@@W4Enum@hknpMotionType@@@@
0x326aed8	0x3d57220	0x259ac20	.?AU?$MemberSlot@VhclSimClothViewerBase@@P81@EAAXPEAVhclClothInstance@@AEBUStateChangedInfo@hclClothInstanceSignals@@@Z@?$hkSignal2@PEAVhclClothInstance@@AEBUStateChangedInfo@hclClothInstanceSignals@@@@
0x326af08	0x3d57300	0x259acc0	.?AU?$MemberSlot@VhclSimClothViewerBase@@P81@EAAXPEAVhclClothInstance@@PEBVhclSimulateOperatorInstanceData@@AEBUSimulateOpInstanceDataChangedInfo@hclClothInstanceSignals@@@Z@?$hkSignal3@PEAVhclClothInstance@@PEBVhclSimulateOperatorInstanceD
0x326aea8	0x3d57190	0x259ad60	.?AU?$MemberSlot@VhclSimClothViewerBase@@P81@EAAXPEAVhclClothInstance@@_N@Z@?$hkSignal2@PEAVhclClothInstance@@_N@@
0x326ae78	0x3d57110	0x259ae00	.?AU?$MemberSlot@VhclSimClothViewerBase@@P81@EAAXPEAVhclWorld@@M@Z@?$hkSignal2@PEAVhclWorld@@M@@
0x326af38	0x3d57450	0x259aea0	.?AU?$MemberSlot@VhclSimClothViewerBase@@P81@EAAXPEAVhclWorld@@PEAVhclClothInstance@@@Z@?$hkSignal2@PEAVhclWorld@@PEAVhclClothInstance@@@@
0x326b098	0x3d57650	0x259dcb0	.?AU?$MemberSlot@VhclTransitionViewer@@P81@EAAXPEAVhclClothInstance@@AEBUStateChangedInfo@hclClothInstanceSignals@@@Z@?$hkSignal2@PEAVhclClothInstance@@AEBUStateChangedInfo@hclClothInstanceSignals@@@@
0x326b0f8	0x3d577c0	0x259dd50	.?AU?$MemberSlot@VhclTransitionViewer@@P81@EAAXPEAVhclClothInstance@@PEBVhclSimulateOperatorInstanceData@@AEBUSimulateOpInstanceDataChangedInfo@hclClothInstanceSignals@@@Z@?$hkSignal3@PEAVhclClothInstance@@PEBVhclSimulateOperatorInstanceDat
0x326b0c8	0x3d57730	0x259ddf0	.?AU?$MemberSlot@VhclTransitionViewer@@P81@EAAXPEAVhclClothInstance@@_N@Z@?$hkSignal2@PEAVhclClothInstance@@_N@@
0x326b068	0x3d575c0	0x259de90	.?AU?$MemberSlot@VhclTransitionViewer@@P81@EAAXPEAVhclSimClothInstance@@M@Z@?$hkSignal2@PEAVhclSimClothInstance@@M@@
0x326b038	0x3d57520	0x259df30	.?AU?$MemberSlot@VhclTransitionViewer@@P81@EAAXPEAVhclWorld@@PEAVhclClothInstance@@@Z@?$hkSignal2@PEAVhclWorld@@PEAVhclClothInstance@@@@
0x326b508	0x3d57d50	0x25a70a0	.?AU?$MemberSlot@VhclVirtualCollisionPointsViewerBase@@P81@EAAXPEAVhclClothInstance@@AEBUStateChangedInfo@hclClothInstanceSignals@@@Z@?$hkSignal2@PEAVhclClothInstance@@AEBUStateChangedInfo@hclClothInstanceSignals@@@@
0x326b538	0x3d57e40	0x25a7140	.?AU?$MemberSlot@VhclVirtualCollisionPointsViewerBase@@P81@EAAXPEAVhclClothInstance@@_N@Z@?$hkSignal2@PEAVhclClothInstance@@_N@@
0x326b568	0x3d57ee0	0x25a71e0	.?AU?$MemberSlot@VhclVirtualCollisionPointsViewerBase@@P81@EAAXPEAVhclSimClothInstance@@AEBUVCPFlagChangedInfo@hclClothInstanceSignals@@@Z@?$hkSignal2@PEAVhclSimClothInstance@@AEBUVCPFlagChangedInfo@hclClothInstanceSignals@@@@
0x326b598	0x3d57fe0	0x25a7280	.?AU?$MemberSlot@VhclVirtualCollisionPointsViewerBase@@P81@EAAXPEAVhclSimClothInstance@@_N@Z@?$hkSignal2@PEAVhclSimClothInstance@@_N@@
0x326b4d8	0x3d57cd0	0x25a7320	.?AU?$MemberSlot@VhclVirtualCollisionPointsViewerBase@@P81@EAAXPEAVhclWorld@@M@Z@?$hkSignal2@PEAVhclWorld@@M@@
0x326b4a8	0x3d57c20	0x25a73c0	.?AU?$MemberSlot@VhclVirtualCollisionPointsViewerBase@@P81@EAAXPEAVhclWorld@@PEAVhclClothInstance@@@Z@?$hkSignal2@PEAVhclWorld@@PEAVhclClothInstance@@@@
0x2d89bd0	0x3d170f0	0x15daa90	.?AU?$MemberSlot@VhclWorldEx@@P81@EAAXPEAVhclClothInstance@@AEBUStateChangedInfo@hclClothInstanceSignals@@@Z@?$hkSignal2@PEAVhclClothInstance@@AEBUStateChangedInfo@hclClothInstanceSignals@@@@
0x2d89cc0	0x3d17450	0x15dab30	.?AU?$MemberSlot@VhclWorldEx@@P81@EAAXPEAVhclClothInstance@@AEBUStateOperatorMaskChangedInfo@hclClothInstanceSignals@@@Z@?$hkSignal2@PEAVhclClothInstance@@AEBUStateOperatorMaskChangedInfo@hclClothInstanceSignals@@@@
0x2d89c00	0x3d171c0	0x15dabd0	.?AU?$MemberSlot@VhclWorldEx@@P81@EAAXPEAVhclClothInstance@@_N@Z@?$hkSignal2@PEAVhclClothInstance@@_N@@
0x2d89c60	0x3d172c0	0x15dac70	.?AU?$MemberSlot@VhclWorldEx@@P81@EAAXPEAVhclSimClothInstance@@AEBUVCPFlagChangedInfo@hclClothInstanceSignals@@@Z@?$hkSignal2@PEAVhclSimClothInstance@@AEBUVCPFlagChangedInfo@hclClothInstanceSignals@@@@
0x2d89c90	0x3d173a0	0x15dad10	.?AU?$MemberSlot@VhclWorldEx@@P81@EAAXPEAVhclSimClothInstance@@PEBVhclCollidable@@_N@Z@?$hkSignal3@PEAVhclSimClothInstance@@PEBVhclCollidable@@_N@@
0x2d89c30	0x3d17240	0x15dadb0	.?AU?$MemberSlot@VhclWorldEx@@P81@EAAXPEAVhclSimClothInstance@@_N@Z@?$hkSignal2@PEAVhclSimClothInstance@@_N@@
0x326b1e0	0x3d57940	0x25a1b20	.?AU?$MemberSlot@VhclWorldInspectorViewerEx@@P81@EAAXPEAVhclClothInstance@@_N@Z@?$hkSignal2@PEAVhclClothInstance@@_N@@
0x326b210	0x3d579d0	0x25a1bc0	.?AU?$MemberSlot@VhclWorldInspectorViewerEx@@P81@EAAXPEAVhclWorld@@PEAVhclClothInstance@@@Z@?$hkSignal2@PEAVhclWorld@@PEAVhclClothInstance@@@@
0x2d0faa0	0x3d10a80	0x1406000	.?AU?$MemberSlot@VhkaiNavMeshGeometryViewer@@P81@EAAXPEAVhkaiWorld@@AEBUNavMeshDataModifiedInfo@hkaiWorldSignals@@@Z@?$hkSignal2@PEAVhkaiWorld@@AEBUNavMeshDataModifiedInfo@hkaiWorldSignals@@@@
0x2d0fad0	0x3d10b60	0x14060a0	.?AU?$MemberSlot@VhkaiNavMeshGeometryViewer@@P81@EAAXPEBVhkaiWorld@@V?$hkaiIndex@HUhkaiRuntimeIndexDiscriminant@@@@@Z@?$hkSignal2@PEAVhkaiWorld@@V?$hkaiIndex@HUhkaiRuntimeIndexDiscriminant@@@@@@
0x2d0fc48	0x3d10c70	0x1408340	.?AU?$MemberSlot@VhkaiNavVolumeViewer@@P81@EAAXPEAVhkaiWorld@@V?$hkaiIndex@HUhkaiRuntimeIndexDiscriminant@@@@@Z@?$hkSignal2@PEAVhkaiWorld@@V?$hkaiIndex@HUhkaiRuntimeIndexDiscriminant@@@@@@
0x2d10788	0x3d11ac0	0x140e090	.?AU?$MemberSlot@VhkaiNavigatorEventsViewer@@P81@EAAXPEAVhkaiNavigator@@AEBUEnteredUserEdgeInfo@hkaiNavigatorSignals@@@Z@?$hkSignal2@PEAVhkaiNavigator@@AEBUEnteredUserEdgeInfo@hkaiNavigatorSignals@@@@
0x2d10758	0x3d119f0	0x140e130	.?AU?$MemberSlot@VhkaiNavigatorEventsViewer@@P81@EAAXPEAVhkaiNavigator@@AEBUPathStaleInfo@hkaiNavigatorSignals@@@Z@?$hkSignal2@PEAVhkaiNavigator@@AEBUPathStaleInfo@hkaiNavigatorSignals@@@@
0x2d106f8	0x3d11830	0x140e1d0	.?AU?$MemberSlot@VhkaiNavigatorEventsViewer@@P81@EAAXPEAVhkaiNavigator@@AEBUPathfindFailedInfo@hkaiNavigatorSignals@@@Z@?$hkSignal2@PEAVhkaiNavigator@@AEBUPathfindFailedInfo@hkaiNavigatorSignals@@@@
0x2d106c8	0x3d11750	0x140e270	.?AU?$MemberSlot@VhkaiNavigatorEventsViewer@@P81@EAAXPEAVhkaiNavigator@@AEBUPathfindSucceededInfo@hkaiNavigatorSignals@@@Z@?$hkSignal2@PEAVhkaiNavigator@@AEBUPathfindSucceededInfo@hkaiNavigatorSignals@@@@
0x2d10728	0x3d11910	0x140e310	.?AU?$MemberSlot@VhkaiNavigatorEventsViewer@@P81@EAAXPEAVhkaiNavigator@@AEBUPathfindTerminatedInfo@hkaiNavigatorSignals@@@Z@?$hkSignal2@PEAVhkaiNavigator@@AEBUPathfindTerminatedInfo@hkaiNavigatorSignals@@@@
0x2d107b8	0x3d11ba0	0x140e3b0	.?AU?$MemberSlot@VhkaiNavigatorEventsViewer@@P81@EAAXPEAVhkaiNavigator@@AEBUReachedGoalInfo@hkaiNavigatorSignals@@@Z@?$hkSignal2@PEAVhkaiNavigator@@AEBUReachedGoalInfo@hkaiNavigatorSignals@@@@
0x2d108a8	0x3d12060	0x140e450	.?AU?$MemberSlot@VhkaiNavigatorEventsViewer@@P81@EAAXPEAVhkaiVolumeNavigator@@AEBUEnteredUserEdgeInfo@hkaiVolumeNavigatorSignals@@@Z@?$hkSignal2@PEAVhkaiVolumeNavigator@@AEBUEnteredUserEdgeInfo@hkaiVolumeNavigatorSignals@@@@
0x2d10878	0x3d11f70	0x140e4f0	.?AU?$MemberSlot@VhkaiNavigatorEventsViewer@@P81@EAAXPEAVhkaiVolumeNavigator@@AEBUPathStaleInfo@hkaiVolumeNavigatorSignals@@@Z@?$hkSignal2@PEAVhkaiVolumeNavigator@@AEBUPathStaleInfo@hkaiVolumeNavigatorSignals@@@@
0x2d10818	0x3d11d80	0x140e590	.?AU?$MemberSlot@VhkaiNavigatorEventsViewer@@P81@EAAXPEAVhkaiVolumeNavigator@@AEBUPathfindFailedInfo@hkaiVolumeNavigatorSignals@@@Z@?$hkSignal2@PEAVhkaiVolumeNavigator@@AEBUPathfindFailedInfo@hkaiVolumeNavigatorSignals@@@@
0x2d107e8	0x3d11c80	0x140e630	.?AU?$MemberSlot@VhkaiNavigatorEventsViewer@@P81@EAAXPEAVhkaiVolumeNavigator@@AEBUPathfindSucceededInfo@hkaiVolumeNavigatorSignals@@@Z@?$hkSignal2@PEAVhkaiVolumeNavigator@@AEBUPathfindSucceededInfo@hkaiVolumeNavigatorSignals@@@@
0x2d10848	0x3d11e70	0x140e6d0	.?AU?$MemberSlot@VhkaiNavigatorEventsViewer@@P81@EAAXPEAVhkaiVolumeNavigator@@AEBUPathfindTerminatedInfo@hkaiVolumeNavigatorSignals@@@Z@?$hkSignal2@PEAVhkaiVolumeNavigator@@AEBUPathfindTerminatedInfo@hkaiVolumeNavigatorSignals@@@@
0x2d108d8	0x3d12160	0x140e770	.?AU?$MemberSlot@VhkaiNavigatorEventsViewer@@P81@EAAXPEAVhkaiVolumeNavigator@@AEBUReachedGoalInfo@hkaiVolumeNavigatorSignals@@@Z@?$hkSignal2@PEAVhkaiVolumeNavigator@@AEBUReachedGoalInfo@hkaiVolumeNavigatorSignals@@@@
0x2d0fdb8	0x3d10e30	0x1409240	.?AU?$MemberSlot@VhkaiPathRequestViewer@@P81@EAAXPEAVhkaiWorld@@PEAVhkaiNavMeshPathRequestInfo@@@Z@?$hkSignal2@PEAVhkaiWorld@@PEAVhkaiNavMeshPathRequestInfo@@@@
0x2d0fde8	0x3d10ef0	0x14092e0	.?AU?$MemberSlot@VhkaiPathRequestViewer@@P81@EAAXPEAVhkaiWorld@@PEAVhkaiNavVolumePathRequestInfo@@@Z@?$hkSignal2@PEAVhkaiWorld@@PEAVhkaiNavVolumePathRequestInfo@@@@
0x2cdc878	0x3d0dba0	0x1324f60	.?AU?$MemberSlot@VhkaiPhysicsWorldListener@@P81@EAAXPEAVhknpWorld@@PEBUhknpBodyId@@H@Z@?$hkSignal3@PEAVhknpWorld@@PEBUhknpBodyId@@H@@
0x2cdc8d8	0x3d0dd00	0x1325000	.?AU?$MemberSlot@VhkaiPhysicsWorldListener@@P81@EAAXPEAVhknpWorld@@UhknpBodyId@@AEAV?$hkRefPtr@$$CBVhknpShape@@@@@Z@?$hkSignal3@PEAVhknpWorld@@UhknpBodyId@@AEAV?$hkRefPtr@$$CBVhknpShape@@@@@@
0x2cdc8a8	0x3d0dc40	0x13250a0	.?AU?$MemberSlot@VhkaiPhysicsWorldListener@@P81@EAAXPEAVhknpWorld@@UhknpBodyId@@W4Enum@hknpMotionType@@@Z@?$hkSignal3@PEAVhknpWorld@@UhknpBodyId@@W4Enum@hknpMotionType@@@@
0x2d0ccd0	0x3d107f0	0x13fe120	.?AU?$MemberSlot@VhkaiViewerContext@@P81@EAAXPEAVhkaiWorld@@@Z@?$hkSignal1@PEAVhkaiWorld@@@@
0x2ef8768	0x3d279c0	0x19ae610	.?AU?$MemberSlot@VhkbnpPhysicsInterface@@P81@EAAXPEAVhknpWorld@@PEBUhknpBodyCinfo@@UhknpBodyId@@@Z@?$hkSignal3@PEAVhknpWorld@@PEBUhknpBodyCinfo@@UhknpBodyId@@@@
0x2ef8708	0x3d27830	0x19ae6b0	.?AU?$MemberSlot@VhkbnpPhysicsInterface@@P81@EAAXPEAVhknpWorld@@PEBUhknpBodyId@@H@Z@?$hkSignal3@PEAVhknpWorld@@PEBUhknpBodyId@@H@@
0x2ef8738	0x3d278d0	0x19ae750	.?AU?$MemberSlot@VhkbnpPhysicsInterface@@P81@EAAXPEAVhknpWorld@@U?$hkHandle@I$0HPPPPPPP@UhknpConstraintIdDiscriminant@@@@@Z@?$hkSignal2@PEAVhknpWorld@@U?$hkHandle@I$0HPPPPPPP@UhknpConstraintIdDiscriminant@@@@@@
0x2ef3650	0x3d24ad0	0x194f190	.?AU?$MemberSlot@VhknpActionManagerEx@?A0x44adb57c@@P812@EAAXPEAVhknpWorld@@@Z@?$hkSignal1@PEAVhknpWorld@@@@
0x2ef35f0	0x3d24980	0x194f230	.?AU?$MemberSlot@VhknpActionManagerEx@?A0x44adb57c@@P812@EAAXPEAVhknpWorld@@AEBUhknpStepInput@@@Z@?$hkSignal2@PEAVhknpWorld@@AEBUhknpStepInput@@@@
0x2ef3680	0x3d24b50	0x194f2d0	.?AU?$MemberSlot@VhknpActionManagerEx@?A0x44adb57c@@P812@EAAXPEAVhknpWorld@@AEBVhkVector4f@@@Z@?$hkSignal2@PEAVhknpWorld@@AEBVhkVector4f@@@@
0x2ef3620	0x3d24a30	0x194f370	.?AU?$MemberSlot@VhknpActionManagerEx@?A0x44adb57c@@P812@EAAXPEAVhknpWorld@@PEBUhknpBodyId@@H@Z@?$hkSignal3@PEAVhknpWorld@@PEBUhknpBodyId@@H@@
0x2ef4ce8	0x3d26010	0x1965530	.?AU?$MemberSlot@VhknpBodyInspectorViewerEx@@P81@EAAXPEAVhknpWorld@@PEBUhknpBodyId@@H@Z@?$hkSignal3@PEAVhknpWorld@@PEBUhknpBodyId@@H@@
0x2eedb08	0x3d21b20	0x18a2970	.?AU?$MemberSlot@VhknpCharacterProxy@@P81@EAAXPEAVhknpWorld@@@Z@?$hkSignal1@PEAVhknpWorld@@@@
0x2ef0b90	0x3d23d90	0x19193f0	.?AU?$MemberSlot@VhknpCharacterRigidBody@@P81@EAAXAEBUhknpEventHandlerInput@@AEBUhknpEvent@@@Z@?$hkSignal2@AEBUhknpEventHandlerInput@@AEBUhknpEvent@@@@
0x2ef0bf0	0x3d23ee0	0x1919490	.?AU?$MemberSlot@VhknpCharacterRigidBody@@P81@EAAXPEAVhknpWorld@@@Z@?$hkSignal1@PEAVhknpWorld@@@@
0x2ef0bc0	0x3d23e40	0x1919530	.?AU?$MemberSlot@VhknpCharacterRigidBody@@P81@EAAXPEAVhknpWorld@@AEBUhknpStepInput@@@Z@?$hkSignal2@PEAVhknpWorld@@AEBUhknpStepInput@@@@
0x2ef5228	0x3d26410	0x196a3a0	.?AU?$MemberSlot@VhknpCollisionSkinViewer@@P81@EAAXPEAVhknpWorld@@PEBUhknpBodyId@@H@Z@?$hkSignal3@PEAVhknpWorld@@PEBUhknpBodyId@@H@@
0x2ef5258	0x3d264b0	0x196a440	.?AU?$MemberSlot@VhknpCollisionSkinViewer@@P81@EAAXPEAVhknpWorld@@UhknpBodyId@@AEAV?$hkRefPtr@$$CBVhknpShape@@@@@Z@?$hkSignal3@PEAVhknpWorld@@UhknpBodyId@@AEAV?$hkRefPtr@$$CBVhknpShape@@@@@@
0x2ef5288	0x3d26580	0x196a4e0	.?AU?$MemberSlot@VhknpCollisionSkinViewer@@P81@EAAXPEAVhknpWorld@@UhknpBodyId@@W4Enum@hknpMotionType@@@Z@?$hkSignal3@PEAVhknpWorld@@UhknpBodyId@@W4Enum@hknpMotionType@@@@
0x2eef210	0x3d22a00	0x18b2cd0	.?AU?$MemberSlot@VhknpConstraintCollisionFilter@@P81@EAAXPEAVhknpWorld@@@Z@?$hkSignal1@PEAVhknpWorld@@@@
0x2eef1e0	0x3d22910	0x18b2d70	.?AU?$MemberSlot@VhknpConstraintCollisionFilter@@P81@EAAXPEAVhknpWorld@@U?$hkHandle@I$0HPPPPPPP@UhknpConstraintIdDiscriminant@@@@@Z@?$hkSignal2@PEAVhknpWorld@@U?$hkHandle@I$0HPPPPPPP@UhknpConstraintIdDiscriminant@@@@@@
0x2ef5a20	0x3d26bf0	0x1973130	.?AU?$MemberSlot@VhknpFullCastViewer@@P81@EAAXAEBUhknpEventHandlerInput@@AEBUhknpEvent@@@Z@?$hkSignal2@AEBUhknpEventHandlerInput@@AEBUhknpEvent@@@@
0x2ef5518	0x3d26680	0x196b9a0	.?AU?$MemberSlot@VhknpInteriorTrianglesViewer@@P81@EAAXPEAVhknpWorld@@PEBUhknpBodyId@@H@Z@?$hkSignal3@PEAVhknpWorld@@PEBUhknpBodyId@@H@@
0x2ef5578	0x3d26800	0x196ba40	.?AU?$MemberSlot@VhknpInteriorTrianglesViewer@@P81@EAAXPEAVhknpWorld@@UhknpBodyId@@@Z@?$hkSignal2@PEAVhknpWorld@@UhknpBodyId@@@@
0x2ef5548	0x3d26720	0x196bae0	.?AU?$MemberSlot@VhknpInteriorTrianglesViewer@@P81@EAAXPEAVhknpWorld@@UhknpBodyId@@AEAV?$hkRefPtr@$$CBVhknpShape@@@@@Z@?$hkSignal3@PEAVhknpWorld@@UhknpBodyId@@AEAV?$hkRefPtr@$$CBVhknpShape@@@@@@
0x2ef55a8	0x3d268a0	0x196bb80	.?AU?$MemberSlot@VhknpInteriorTrianglesViewer@@P81@EAAXPEAVhknpWorld@@UhknpBodyId@@W4Enum@hknpMotionType@@@Z@?$hkSignal3@PEAVhknpWorld@@UhknpBodyId@@W4Enum@hknpMotionType@@@@
0x2ef0a58	0x3d23ca0	0x1918350	.?AU?$MemberSlot@VhknpLodManager@@P81@EAAXPEAVhknpWorld@@PEBUhknpBodyId@@H@Z@?$hkSignal3@PEAVhknpWorld@@PEBUhknpBodyId@@H@@
0x2ef0370	0x3d235a0	0x18ee6a0	.?AU?$MemberSlot@VhknpLodShape@@P81@EAAXPEBVhknpShape@@E@Z@?$hkSignal2@PEBVhknpShape@@E@@
0x2ef4938	0x3d25e40	0x1962620	.?AU?$MemberSlot@VhknpMotionTrailViewer@@P81@EAAXPEAVhknpWorld@@AEBVhkVector4f@@@Z@?$hkSignal2@PEAVhknpWorld@@AEBVhkVector4f@@@@
0x2ef48d8	0x3d25d20	0x19626c0	.?AU?$MemberSlot@VhknpMotionTrailViewer@@P81@EAAXPEAVhknpWorld@@UhknpBodyId@@@Z@?$hkSignal2@PEAVhknpWorld@@UhknpBodyId@@@@
0x2ef4908	0x3d25db0	0x1962760	.?AU?$MemberSlot@VhknpMotionTrailViewer@@P81@EAAXPEAVhknpWorld@@UhknpMotionId@@@Z@?$hkSignal2@PEAVhknpWorld@@UhknpMotionId@@@@
0x2ef3dd0	0x3d25170	0x19543f0	.?AU?$MemberSlot@VhknpMultithreadedShapeViewerEx@@P81@EAAXAEAVhknpProcessContext@@@Z@?$hkSignal1@AEAVhknpProcessContext@@@@
0x2ef3f80	0x3d25790	0x1954490	.?AU?$MemberSlot@VhknpMultithreadedShapeViewerEx@@P81@EAAXPEAVhknpWorld@@AEAV?$hkRefPtr@$$CBVhknpShape@@@@EPEBUhknpBodyId@@H@Z@?$hkSignal5@PEAVhknpWorld@@AEAV?$hkRefPtr@$$CBVhknpShape@@@@EPEBUhknpBodyId@@H@@
0x2ef3f20	0x3d25650	0x1954530	.?AU?$MemberSlot@VhknpMultithreadedShapeViewerEx@@P81@EAAXPEAVhknpWorld@@AEBVhkVector4f@@@Z@?$hkSignal2@PEAVhknpWorld@@AEBVhkVector4f@@@@
0x2ef3e00	0x3d25200	0x19545d0	.?AU?$MemberSlot@VhknpMultithreadedShapeViewerEx@@P81@EAAXPEAVhknpWorld@@PEBUhknpBodyId@@H@Z@?$hkSignal3@PEAVhknpWorld@@PEBUhknpBodyId@@H@@
0x2ef3ec0	0x3d254f0	0x1954670	.?AU?$MemberSlot@VhknpMultithreadedShapeViewerEx@@P81@EAAXPEAVhknpWorld@@UhknpBodyId@@1@Z@?$hkSignal3@PEAVhknpWorld@@UhknpBodyId@@U2@@@
0x2ef3f50	0x3d256f0	0x1954710	.?AU?$MemberSlot@VhknpMultithreadedShapeViewerEx@@P81@EAAXPEAVhknpWorld@@UhknpBodyId@@@Z@?$hkSignal2@PEAVhknpWorld@@UhknpBodyId@@@@
0x2ef3e30	0x3d252a0	0x19547b0	.?AU?$MemberSlot@VhknpMultithreadedShapeViewerEx@@P81@EAAXPEAVhknpWorld@@UhknpBodyId@@AEAV?$hkRefPtr@$$CBVhknpShape@@@@@Z@?$hkSignal3@PEAVhknpWorld@@UhknpBodyId@@AEAV?$hkRefPtr@$$CBVhknpShape@@@@@@
0x2ef3e60	0x3d25380	0x1954850	.?AU?$MemberSlot@VhknpMultithreadedShapeViewerEx@@P81@EAAXPEAVhknpWorld@@UhknpBodyId@@G@Z@?$hkSignal3@PEAVhknpWorld@@UhknpBodyId@@G@@
0x2ef3ef0	0x3d25590	0x19548f0	.?AU?$MemberSlot@VhknpMultithreadedShapeViewerEx@@P81@EAAXPEAVhknpWorld@@UhknpBodyId@@UhknpMotionId@@@Z@?$hkSignal3@PEAVhknpWorld@@UhknpBodyId@@UhknpMotionId@@@@
0x2ef3e90	0x3d25420	0x1954990	.?AU?$MemberSlot@VhknpMultithreadedShapeViewerEx@@P81@EAAXPEAVhknpWorld@@UhknpBodyId@@W4Enum@hknpMotionType@@@Z@?$hkSignal3@PEAVhknpWorld@@UhknpBodyId@@W4Enum@hknpMotionType@@@@
0x2ef5b58	0x3d26d30	0x1973ff0	.?AU?$MemberSlot@VhknpParticlesShapeViewer@@P81@EAAXPEAVhknpWorld@@UhknpParticlesColliderId@@@Z@?$hkSignal2@PEAVhknpWorld@@UhknpParticlesColliderId@@@@
0x2ef50d0	0x3d26320	0x1969620	.?AU?$MemberSlot@VhknpVehicleViewer@@P81@EAAXPEAVhknpAction@@@Z@?$hkSignal1@PEAVhknpAction@@@@
0x2eef0d8	0x3d22570	0x18a60a0	.?AU?$MemberSlot@VhknpWorldEx@@P81@EAAXAEBUhknpEventHandlerInput@@AEBUhknpEvent@@@Z@?$hkSignal2@AEBUhknpEventHandlerInput@@AEBUhknpEvent@@@@
